id,q_id,method,retrieve_text,score,source
12_固定大小,12,固定大小,2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。  除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完,0.61083984375,2
13_固定大小,13,固定大小,一來，是因為美國目前可採取的行動選項有限，包括提供網路支援、突破伊朗政府對Starlink的信號干擾、再次空襲伊朗革命衛隊的指揮基地，甚至是空降突襲對最高領袖哈米尼發動「斬首行動」，都無法達到「一擊逆轉」伊朗國內政局之目的，反而更可能坐實伊朗政府「民眾抗爭是境外勢力煽動叛亂」的指控，使情勢進一步惡化。  此外，美國的中東盟邦──包括沙烏地阿拉伯、阿拉伯聯合大公國（UAE）、科威特、卡達、阿曼與巴林,0.3154296875,1
14_固定大小,14,固定大小,3D圖，以及過往建立的資料庫，比對確切的演習地點，才能再自製出解放軍基地與設施地圖。」  溫約瑟解釋，相較之下，國家或情報單位能直接取得國家遙測影像，再利用OSINT工作者所整理的車輛與地形地貌資訊，回溯時間檢視是否有拍攝到相關影像，如果有拍到也可以記錄演習場上的車輛、車種等資訊，甚至可以提前準備拍攝想取得的軍事設施地點清晰影像，「能做的事情就更多了！」  長期研究中國軍事的淡江大學國際事務與戰略,0.442626953125,5
15_固定大小,15,固定大小,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪,0.67333984375,3
16_固定大小,16,固定大小,，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？」吳宗信指出：「我們願意多花多少錢將排序往前挪？愈精細的影像要價愈貴，甚至關乎國家安全的重要事項，通常都是各國自製衛星的第一要務，購買方即使出再多錢都不見得能擠進去。」  「戰略目標不同，想拍的內容也不同，」,0.69677734375,5
17_固定大小,17,固定大小,進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象。 今年8月歐洲醫醫學教育學會上，特別,0.6904296875,3
18_固定大小,18,固定大小,能量有一半以衝擊波形式釋放，其餘35%轉換為熱能、15%轉變為核輻射。衝擊波會造成氣壓驟變，足以摧毀建築物；高強度光線則會讓爆炸點附近的人們出現皮膚灼傷及視力損害。  除了核彈爆炸當下產生的致命性破壞外，大氣層核試驗會使放射性落塵隨氣流擴散至更遙遠的地區，污染表層土壤；即使是在地下進行核試，這些粒子仍會在高壓下進入大氣層。  由於放射性落塵中的核分裂產物半衰期差異大，因此造成長期的輻射殘留。有些核,0.626953125,4
19_固定大小,19,固定大小,，美國在馬紹爾群島進行了約66次核試驗，釋放能量相當於7232顆廣島原子彈。  美國國家癌症研究所推估，1948年至1970年間住在馬紹爾群島的居民罹患的癌症，有0.4%至3.4%可能由輻射暴露引起；對直接接觸到放射性落塵的居民來說，比例最高更達69%。  美國當時將居住於核試驗場附近的馬紹爾居民遷至美國本土，即使在1970及1980年代曾試圖讓他們返回，但由於部分島嶼仍有輻射污染，有些人至今未能,0.44482421875,4
20_固定大小,20,固定大小,景第一條就是國家安全⋯⋯，高解析度的光學遙測能即時的蒐集具有戰略性價值的影像，不需要與其他使用者競爭衛星取像排程。」 「火箭阿伯」、國家太空中心主任吳宗信接受《報導者》專訪時，直指遙測衛星的國安價值。  台灣自主遙測衛星「福衛八號」以6＋2顆組成星系，相較於目前僅有一顆的「福衛五號」，涵蓋的時間與覆蓋率都會提升。吳宗信表示，遙測繼續不斷進步，以前只要拍到就好，但現在除了拍到，還要能拍得更清晰，甚至,0.685546875,5
1_滑動視窗,1,滑動視窗,20多櫃資料處理系統，其中包含3部超級電腦，這些電腦的用途是針對衛星進行任務排程、資料管理、接收，以及成像處理與品質驗證。接下來當「齊柏林衛星」完成拍攝、將資料傳回地面接收站後，影像處理中心人員就會將這些訊號數據解碼、校正與重組，拼貼成一幀幀能夠講述地表故事的照片。  校正流程分為「輻射校正」與「幾何校正」，前者是為了修正大氣或儀器本身帶來的系統性偏差，讓每個像素都能夠反映真實的光強度；後者則是搭,0.638671875,2
2_滑動視窗,2,滑動視窗,為統治命脈的石油經濟不再穩固之外，86歲的伊朗最高領袖哈米尼，也因為高齡與不斷惡化的健康狀況，不得不面對棘手的接班政治問題。在此期間，掌握國家武力、經濟活動與政治方向的革命衛隊，很可能因為哈米尼的退場而掌握更大的政治權力，這會否刺激政權核心出現分裂、還是會走向更壓迫的軍人統治，都讓伊朗政治面臨著更大的不確定性與內部壓力。  在長期經濟前景持續惡化，加上高層政治日益走向保守威權的情況下，伊朗政府幾乎,0.293212890625,1
3_滑動視窗,3,滑動視窗,重，農作歉收也進一步推升了因政治局勢而通膨失控的民生物價。同時，水庫缺水導致的發電停擺，也讓伊朗各大城市不僅面臨限水，還得面對比往年更加嚴重的限電窘境。 在天災、人禍與戰爭風險同步包夾的多重壓力下，伊朗社會的痛苦指數終於在2025年底攀升至臨界點。儘管伊朗政府為了舒緩民怨，試圖釋放改革訊號，並局部放寬過去因宗教理由而設下的娛樂禁令與部分社會限制，但在國內經濟瀕臨崩潰的現實下，既憤怒又絕望的伊朗民眾,0.59033203125,1
4_滑動視窗,4,滑動視窗,400人死亡。  儘管伊朗政府不斷強調將不計一切代價地鎮壓這場「暴動」，更威脅以「全面戰爭」警告美國、以色列與鄰近國家切勿干涉伊朗內政，但這場愈滾愈大的全國性抗爭，卻已成為1979年伊朗伊斯蘭革命以來，對伊朗伊斯蘭共和國統治的最大挑戰。不僅美國總統川普（Donald Trump）屢屢揚言「不排除再次對伊朗動武」，伊朗國內外的反政府集會也都出現了「革命」、「推翻伊斯蘭共和國」，甚至是「復辟巴勒維王朝,0.6279296875,1
5_滑動視窗,5,滑動視窗,犯」之由逮捕委內瑞拉總統馬杜洛（Nicolás Maduro）的行動仍餘波蕩漾，因此這波內部動亂，也被華府戰略鷹派認為是美國乘勝追擊、一舉推翻另一宿敵政權的「機會之窗」。  事實上，隨著伊朗動亂持續擴大，美國與以色列政府雖曾多次公開表態「同情伊朗人民的起義」，甚至暗示「不排除軍事介入」的可能性，但在口頭聲援、以及美國再次對伊朗貿易夥伴施加25%的制裁性關稅之外，駐中東美軍並未出現大規模兵力集結，以,0.281982421875,1
6_滑動視窗,6,滑動視窗,，光憑著中國官媒影像與免費遙測影像就能比對出來，如果有更精細的影像，肯定能做到更多軍情研判。  解放軍也知道台灣有衛星，難道不會盡量掩蔽嗎？林穎佑解釋，掩蔽只是一時的，出動訓練就會見光，除非是偷襲才會選在晚上，平時演訓為了確保安全還是會以白天、且風平浪靜的時候為主，避免訓練過程出現變數或意外；意即解放軍平日雖可透過掩體將軍事裝備隱藏，但訓練過程就沒辦法，這也是為什麼美國或中國這麼重視遙測衛星的原因,0.529296875,5
7_滑動視窗,7,滑動視窗,灣地區的投資信心。更何況，以革命衛隊為核心的伊朗統治菁英，長期以來也將部分資產轉移至卡達、阿拉伯聯合大公國等海灣鄰國，以規避國際制裁；在這樣的背景下，維持私下的合作默契，讓伊朗持續處於「局勢穩定、但仍遭國際制裁孤立」的現狀，也被普遍認為最符合周邊海灣國家的整體利益。  美國與海灣盟邦對伊朗投鼠忌器的躊躇態度，也反映出華府在中東戰略的另一歷史矛盾：伊拉克的教訓。在1991年第一次波灣戰爭之後，伊拉克,0.6572265625,1
8_滑動視窗,8,滑動視窗,二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？ 二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。這些核試驗場周遭的居民，至今仍因暴露在輻射下導致疾病，或被迫離開家園，刻下無法抹滅的傷痕。如今美國總統川普一度宣布重啟核試，世界局勢愈發緊張，又是誰將承擔輻射的代價？ 爆炸發生幾小時後，人們就抓破自己的皮膚，母親們眼睜睜地看著孩子們的頭髮都掉在地上，水泡在一夜之間吞噬了他們,0.67333984375,4
9_滑動視窗,9,滑動視窗,對齊、河流與建築的位置對焦回現實，影像才能用於防災、救災或是地理研究等實際應用情境。  影像處理中心衛星資料處理組組長張莉雪表示，目前與太空中心合作的客戶有超過9成來自政府部門，「福衛五號」所拍攝的影像多數用於國土監測，包含崩塌地或是農業用地的土地利用監測等。當像是馬太鞍溪堰塞湖潰壩這樣的緊急災害事件發生時，衛星影像也可以比對出地表變化。   Made with Flourish • Create,0.72900390625,2
10_滑動視窗,10,滑動視窗,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪,0.4404296875,3
11_滑動視窗,11,滑動視窗,法醫中心外尋找罹難親友的遺體。（攝影／UGC via AP／達志影像） 根據一段2026年1月9日至11日間拍攝的影片截圖，伊朗首都德黑蘭郊區卡里札克（Kahrizak）的示威活動遭到鎮壓後，民眾在法醫中心外尋找罹難親友的遺體。（攝影／UGC via AP／達志影像） 伊朗政府為了阻斷示威者彼此串聯而切斷全國網路與行動通訊，其封鎖強度更是前所未有。事實上，早在2019年11月的伊朗反油價調漲抗爭期,0.84326171875,1
12_滑動視窗,12,滑動視窗,2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。  除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完,0.61083984375,2
13_滑動視窗,13,滑動視窗,400人死亡。  儘管伊朗政府不斷強調將不計一切代價地鎮壓這場「暴動」，更威脅以「全面戰爭」警告美國、以色列與鄰近國家切勿干涉伊朗內政，但這場愈滾愈大的全國性抗爭，卻已成為1979年伊朗伊斯蘭革命以來，對伊朗伊斯蘭共和國統治的最大挑戰。不僅美國總統川普（Donald Trump）屢屢揚言「不排除再次對伊朗動武」，伊朗國內外的反政府集會也都出現了「革命」、「推翻伊斯蘭共和國」，甚至是「復辟巴勒維王朝,0.300537109375,1
14_滑動視窗,14,滑動視窗,3D圖，以及過往建立的資料庫，比對確切的演習地點，才能再自製出解放軍基地與設施地圖。」  溫約瑟解釋，相較之下，國家或情報單位能直接取得國家遙測影像，再利用OSINT工作者所整理的車輛與地形地貌資訊，回溯時間檢視是否有拍攝到相關影像，如果有拍到也可以記錄演習場上的車輛、車種等資訊，甚至可以提前準備拍攝想取得的軍事設施地點清晰影像，「能做的事情就更多了！」  長期研究中國軍事的淡江大學國際事務與戰略,0.442626953125,5
15_滑動視窗,15,滑動視窗,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪,0.67333984375,3
16_滑動視窗,16,滑動視窗,，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？」吳宗信指出：「我們願意多花多少錢將排序往前挪？愈精細的影像要價愈貴，甚至關乎國家安全的重要事項，通常都是各國自製衛星的第一要務，購買方即使出再多錢都不見得能擠進去。」  「戰略目標不同，想拍的內容也不同，」,0.69677734375,5
17_滑動視窗,17,滑動視窗,蹤，醫院人力失血沒有止住，今年度各大醫院多個困難科住院醫師招收持續創新低，我們取得專科醫學會的資料、走訪醫學中心現場，由專家依臨床照顧人力需求指引，完整呈現醫療人力走勢：哪些是人力極度缺乏的紅區、哪裡是拉警報的黃區、哪裡又是搶破頭的綠區？此外，更深度下探不同專科內嚴重的「科內不均」現象，大專科人力總額不足辨識真正乏人問津、卻不能沒有的次專科分布，衛福部和醫策會長年未完成真正的醫療人力盤點與調查，《,0.6484375,3
18_滑動視窗,18,滑動視窗,能量有一半以衝擊波形式釋放，其餘35%轉換為熱能、15%轉變為核輻射。衝擊波會造成氣壓驟變，足以摧毀建築物；高強度光線則會讓爆炸點附近的人們出現皮膚灼傷及視力損害。  除了核彈爆炸當下產生的致命性破壞外，大氣層核試驗會使放射性落塵隨氣流擴散至更遙遠的地區，污染表層土壤；即使是在地下進行核試，這些粒子仍會在高壓下進入大氣層。  由於放射性落塵中的核分裂產物半衰期差異大，因此造成長期的輻射殘留。有些核,0.626953125,4
19_滑動視窗,19,滑動視窗,，美國在馬紹爾群島進行了約66次核試驗，釋放能量相當於7232顆廣島原子彈。  美國國家癌症研究所推估，1948年至1970年間住在馬紹爾群島的居民罹患的癌症，有0.4%至3.4%可能由輻射暴露引起；對直接接觸到放射性落塵的居民來說，比例最高更達69%。  美國當時將居住於核試驗場附近的馬紹爾居民遷至美國本土，即使在1970及1980年代曾試圖讓他們返回，但由於部分島嶼仍有輻射污染，有些人至今未能,0.44482421875,4
20_滑動視窗,20,滑動視窗,高解析度光學遙測衛星，2025年11月發射第一顆後，預計每年發射至少一顆，至2031年完成6顆衛星的星系布建。解析度方面，前2顆是解析度1公尺，後面4顆將朝0.7公尺努力，2顆超高解析度則是朝0.5公尺挑戰。   完成衛星星系後，讓每天可以通過台灣上方的衛星次數變多。「福衛五號」目前只能每兩天通過台灣1次，如果「福衛八號」星系完成，每天可以通過台灣3次，再訪率提高，可以拍到台灣或其他區域的機會就增,0.734375,5
1_語意切塊,1,語意切塊,福衛八號．任重高飛 用科技實力守護台灣：「福衛八號」升空，有哪些不能言說的國安任務？ 台灣發展衛星計畫，主要分成科學酬載、氣象衛星、遙測衛星三大類，其中遙測衛星已從最早的「福爾摩沙衛星二號」（簡稱「福衛二號」），進入還在服役的「福爾摩沙衛星五號」（簡稱「福衛五號」），以及預計在2025年11月29日發射的「福爾摩沙衛星八號」（簡稱「福衛八號」），它們除了守護台灣之外，其實還有一項重要的國安任務──,0.37744140625,5
2_語意切塊,2,語意切塊,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪,0.693359375,3
3_語意切塊,3,語意切塊,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪,0.330322265625,3
4_語意切塊,4,語意切塊,儘管伊朗政府不斷強調將不計一切代價地鎮壓這場「暴動」，更威脅以「全面戰爭」警告美國、以色列與鄰近國家切勿干涉伊朗內政，但這場愈滾愈大的全國性抗爭，卻已成為1979年伊朗伊斯蘭革命以來，對伊朗伊斯蘭共和國統治的最大挑戰。不僅美國總統川普（Donald Trump）屢屢揚言「不排除再次對伊朗動武」，伊朗國內外的反政府集會也都出現了「革命」、「推翻伊斯蘭共和國」，甚至是「復辟巴勒維王朝（Pahlavi ,0.677734375,1
5_語意切塊,5,語意切塊,精細影像堆疊，OSINT可解析軍事動作與戰術 最被大眾熟知與常被使用的遙測影像是Google Earth，彙整多家遙測影像的虛擬地球，便於使用者操作，遙測影像藉由資訊科技的進步，變成人人可及的資訊。現年26歲、就讀台灣師範大學東亞學系碩士班的溫約瑟，22歲時靠著善用這些公開資訊製作出「解放軍基地與設施地圖」一夕爆紅，他所使用的衛星遙測影像就包括Google Earth、歐盟哥白尼（Copernic,0.68896484375,5
6_語意切塊,6,語意切塊,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪,0.268798828125,3
7_語意切塊,7,語意切塊,此外，美國的中東盟邦──包括沙烏地阿拉伯、阿拉伯聯合大公國（UAE）、科威特、卡達、阿曼與巴林等與伊朗相鄰的海灣石油國家，也都極力勸阻川普攻擊伊朗。,0.60986328125,1
8_語意切塊,8,語意切塊,二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？ 二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。這些核試驗場周遭的居民，至今仍因暴露在輻射下導致疾病，或被迫離開家園，刻下無法抹滅的傷痕。如今美國總統川普一度宣布重啟核試，世界局勢愈發緊張，又是誰將承擔輻射的代價？ 爆炸發生幾小時後，人們就抓破自己的皮膚，母親們眼睜睜地看著孩子們的頭髮都掉在地上，水泡在一夜之間吞噬了他們,0.68505859375,4
9_語意切塊,9,語意切塊,Made with Flourish • Create a photo slider 當Taiwan Can Help走向太空 除了自家國土監測外，衛星資料也幫助台灣在跨國合作中扮演關鍵角色。我國自2010年加入由日本主導的「守望亞洲（Sentinel Asia）」國際志願計畫，此計畫的目的是希望結合擁有衛星資源與分析量能的單位，當亞太地區發生災害事件時，可以調度衛星進行救災與協作。,0.76904296875,2
10_語意切塊,10,語意切塊,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪,0.48876953125,3
11_語意切塊,11,語意切塊,根據一段2026年1月9日至11日間拍攝的影片截圖，伊朗首都德黑蘭郊區卡里札克（Kahrizak）的示威活動遭到鎮壓後，民眾在法醫中心外尋找罹難親友的遺體。（攝影／UGC via AP／達志影像） 根據一段2026年1月9日至11日間拍攝的影片截圖，伊朗首都德黑蘭郊區卡里札克（Kahrizak）的示威活動遭到鎮壓後，民眾在法醫中心外尋找罹難親友的遺體。（攝影／UGC via AP／達志影像） 伊朗,0.8291015625,1
12_語意切塊,12,語意切塊,福衛八號．任重高飛 用科技實力守護台灣：「福衛八號」升空，有哪些不能言說的國安任務？ 台灣發展衛星計畫，主要分成科學酬載、氣象衛星、遙測衛星三大類，其中遙測衛星已從最早的「福爾摩沙衛星二號」（簡稱「福衛二號」），進入還在服役的「福爾摩沙衛星五號」（簡稱「福衛五號」），以及預計在2025年11月29日發射的「福爾摩沙衛星八號」（簡稱「福衛八號」），它們除了守護台灣之外，其實還有一項重要的國安任務──,0.59716796875,5
13_語意切塊,13,語意切塊,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪,0.297607421875,3
14_語意切塊,14,語意切塊,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪,0.252685546875,3
15_語意切塊,15,語意切塊,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪,0.57568359375,3
